id	code name	Display Name	Aliases	Short Description	Long Description	Benefits	Written Guide - Intro	Written Guide - Health Routine	Written Guide - Issues	Written Guide - Setup	Written Guide - Walkthrough	Written Guide - Tips and Tricks	Refold Phase(s)	Video What and why	Video Demo	Type	Parent Skills	parent skills cat	Pillar	Child Techniques	Parent Categories	Alternatives	Sub-techniques	Tools	FAQs	Misc	Library
84002	LANGUAGE_REACTOR	Language Reactor	- Language Learning with Netflix⏎- LLWN	Add language learning features to Netflix and YouTube. 	Language Reactor transforms Netflix and YouTube into language learning platforms by displaying dual subtitles, instant word translations, and playback controls. This tool makes watching authentic native content more comprehensible, enjoyable, and efficient for language learners. 	Free basic version; Dual subtitle display; Instant word translation on hover; Works with Netflix and YouTube; Vocabulary frequency filtering; Sentence saving and export; Integration with Anki; Auto-pause functionality; Customizable subtitle appearance; Extensive language support	Language Reactor is a Chrome extension that transforms streaming platforms into language learning environments. The platform supports video content from Netflix and YouTube and written sources from ebooks and websites. The app also features Anki integration and vocabulary tracking.	Designed for intermediate to advanced language learners who want to learn through entertainment content. Best suited for learners who already have basic comprehension skills and can follow along with native-speed dialogue.	Common problems include intermittent functionality on YouTube, occasional subtitle synchronization issues, and interface glitches requiring page refreshes. The extension is Chrome-only, and some users report slow development updates.	Install from Chrome Web Store and configure native/target languages in settings. Ensure Netflix/YouTube language preferences match your learning goals, and refresh pages if features don't appear immediately.	Select content with your target language audio and subtitles, hover over words for instant translations, use auto-pause to process dialogue, and save useful phrases or vocabulary. The Pro version adds advanced features like vocabulary tracking and custom subtitle options.	Filter content by vocabulary difficulty level to match your comprehension, focus on word frequency rankings for efficient vocabulary building. Use the mobile browser Kiwi on Android tablets for YouTube access when away from desktop.	2	https://youtu.be/F3l8o2ltSDk	https://youtu.be/MZCe_qP40Mk	Chrome			Freemium	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary;Interactive Listening		ASBplayer, Migaku, LingoPie		[Get Language Reactor on the Chrome Store](https://chromewebstore.google.com/detail/hoombieeljmmljlkjmnheibnpciblicm?utm_source=item-share-cb)			Tools
86003	MIGAKU	Migaku		Transform streaming content into interactive language learning materials.	Migaku is a subscription-based platform that turns native content from Netflix, YouTube, and other sites into immersive language learning experiences. The browser extension provides instant word lookups, AI explanations, and seamless flashcard creation while watching or reading, supported by mobile apps with spaced repetition for review.	Seamless integration with major streaming platforms; One-click high-quality flashcard creation with context; AI-powered dictionary and explanations; Cross-device sync with offline access; Comprehensive toolset in single subscription; Strong community and developer support; Progress tracking with comprehension scores	Migaku originated as enhanced Anki extensions for Japanese learners but has evolved into a complete immersion learning platform supporting 9+ languages. The tool facilitates learning from authentic native content by making any text or subtitle interactive, allowing instant word lookups and effortless flashcard creation from real-world context.	Designed for intermediate to advanced learners who understand immersion principles and want to learn from native content rather than textbooks. Best suited for tech-comfortable users willing to invest time in setup and configuration to maximize the platform's extensive feature set.	The platform has a steep learning curve due to its comprehensive feature set, which can overwhelm new users. Some users report occasional translation inaccuracies, technical bugs, and interface design issues that can hinder the learning experience.	Install the Chrome browser extension and download iOS/Android mobile apps, then create an account and subscribe (10-day free trial available). Configure target language preferences and familiarize yourself with the main tools: Dictionary, Clipboard, Card Creator, and Study interface.	Watch content on supported platforms (Netflix, YouTube, Disney+) with interactive subtitles, click unknown words for instant definitions and AI explanations, then create flashcards with one button. Review created flashcards using the mobile app's spaced repetition system, tracking progress and comprehension scores.	Start with 3-10 new flashcards daily to avoid burnout, and use the comprehension tracking feature to select appropriately challenging content. Focus on quality over quantity when creating cards, ensuring each includes sufficient context from the source material.	2			Chrome, Mobile	Cantonese, Mandarin, English, French, German, Japanese, Korean, Portuguese, Spanish, Vietnamese		Paid	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary;Sentence Mining;Interactive Listening;Sentence Mining (While Listening)		ASBplayer, Language Reactor, LingoPie		https://migaku.com/			Tools
80004	YOMITAN	Yomitan	- Yomichan	Instant popup dictionary definitions when hovering over text.	Yomitan offers popup dictionary lookups with native audio pronunciation, Anki flashcard integration, and support for multiple dictionary formats including EPWING. The extension works completely offline once dictionaries are imported and supports advanced features like frequency data, kanji stroke order diagrams, and customizable themes.	Completely free and open-source; Works offline with no internet required; Supports 20+ languages; Direct Anki integration via AnkiConnect; Native pronunciation audio from multiple sources; Customizable themes and UI; Active development and community support; No user data tracking	Yomitan is a browser extension that transforms your browser into a powerful language learning tool by providing instant dictionary lookups when hovering over foreign text. Originally developed as the successor to the discontinued Yomichan project, it maintains all the beloved features while adding modern improvements and expanded language support.	Ideal for intermediate to advanced language learners engaged in immersion reading, especially those using Anki for spaced repetition and anyone needing reliable offline dictionary access during extensive reading sessions.	Initial setup requires manually downloading and importing dictionary files, which can be time-consuming and confusing for beginners. Dictionary importing is resource-intensive and may cause browser slowdowns, particularly with large EPWING dictionaries.	Install the extension from Chrome Web Store or Firefox Add-ons, then download dictionary files from the Yomitan website or community collections and import them through the settings page. Configure audio sources and Anki integration if desired for enhanced functionality.	Hold the Shift key and hover over any foreign text to trigger an instant popup with definitions, readings, and audio pronunciation. Click the speaker icon to hear native pronunciation, use the Anki button to create flashcards directly, and press Esc or click elsewhere to dismiss the popup.	Enable frequency dictionaries to prioritize common words during lookup and customize keyboard shortcuts for faster workflow. Use multiple audio sources as fallbacks and consider importing both bilingual and monolingual dictionaries for comprehensive coverage.	2			Chrome			Free	Sentence Mining;Interactive Reading;Sentence Mining (While Listening);Sentence Mining (While Reading)		Dictionariez		https://chromewebstore.google.com/detail/likgccmbimhjbgkjambclfkhldnlhbnn?utm_source=item-share-cb			Tools
80005	DICTIONARIEZ	Dictionariez		Get instant word definitions via double-click and export vocabulary to Anki.	Dictionariez offers instant word lookup through double-click or right-click interactions across multiple dictionaries, supporting over 15 languages. The extension integrates directly with Anki, allowing users to convert looked-up words into flashcards with a single click, complete with pronunciation and definitions.	Fast instant lookup; Multiple dictionary support; Direct Anki integration; Native pronunciation (American/British); Highly customizable shortcuts; Multi-language support; Open-source project; Word history tracking	Dictionariez is an open-source browser extension designed to streamline vocabulary acquisition during reading. Originally developed to bridge the gap between reading comprehension and vocabulary retention, it transforms any webpage into a potential learning environment by providing instant access to multiple dictionaries and seamless Anki integration.	Ideal for intermediate to advanced language learners who read extensively in their target language and use Anki for spaced repetition. Perfect for users who want efficient vocabulary lookup without interrupting their reading flow and prefer customizable dictionary sources over basic translation tools.	Some users report Chrome stability issues when minimizing with the extension active, and PDF support remains limited. The extension lacks comprehensive phrase translation functionality, focusing primarily on individual word lookup, which may limit its usefulness for complex expressions.	Install from Chrome Web Store, then configure preferred dictionaries and keyboard shortcuts through the extension's settings. Basic setup requires no additional software, though Anki integration works best with the desktop version of Anki installed for optimal flashcard export functionality.	Double-click any word for instant pop-up definitions, or right-click for detailed explanations from multiple dictionaries. Looked-up words automatically appear in your history, which can be reviewed and exported to Anki with one-click batch processing. The extension icon provides direct dictionary access for manual searches.	Customize your preferred dictionaries early and set up keyboard shortcuts for faster access. Regularly review and export your word history to Anki to maintain vocabulary momentum, and consider enabling auto-completion for more efficient manual searches.	2			Chrome			Free	Interactive Reading		Yomitan		https://chromewebstore.google.com/detail/diojcfpekhhnndfmggknljpnfpcccbhc?utm_source=item-share-cb			Tools
80006	LUTE	Lute	- Learning Using Texts⏎- LwT⏎- Learning with Texts	A self-hosted web application for learning languages through reading texts.	Lute allows you to import texts and click unknown words to look them up in dictionaries while tracking your learning progress. It features parent term relationships, image associations, multi-word term support, and colored word status indicators based on your familiarity level.	Free and self-hosted with full data control; Parent term system links related word forms; Image support for visual learners; Multi-word term recognition; Active development and Discord community; Exports to Anki; Supports 40+ languages	Lute (Learning Using Texts) is a standalone web application that you install locally to learn languages through reading authentic texts. It evolved from the original Learning with Texts project, offering a modern Python-based alternative for immersion reading with integrated vocabulary tracking.	Ideal for intermediate to advanced language learners who prefer reading-based acquisition and have basic technical skills to handle self-hosted software installation and maintenance.	Requires Python 3.11+ and command-line setup which can be challenging for non-technical users. Some installation issues reported on Windows systems, though community support via Discord helps resolve most problems.	Install Python 3.11+, create virtual environment, then run "pip install lute3" and "python -m lute.main" to start the local web server. Access via http://localhost:5001 in your browser while keeping the terminal window open.	Import texts through the web interface, click unknown words to define them using configured dictionaries, set learning status levels, and review terms through built-in exercises. Create parent terms to link related word forms and add images to enhance memory retention.	Use parent terms extensively to connect conjugations and declensions to root forms. Configure multiple dictionaries for comprehensive lookups and enable image search for visual associations to boost retention.	5		https://youtu.be/HxfqzdhuCoI	Computer			Free	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary;Sentence Mining (While Reading)		LingQ, ReadLang		https://github.com/LuteOrg/lute-v3			Tools
86007	LINGQ	LingQ	- Link	Reading platform that turns any content into interactive lessons.	LingQ provides access to thousands of hours of authentic content across 41+ languages, allowing users to import any text or audio material and transform it into interactive lessons with instant word lookup and vocabulary tracking. The platform emphasizes learning through extensive reading and listening rather than explicit grammar instruction.	Massive library of authentic content; Import any content from web/Netflix/YouTube; Excellent vocabulary acquisition through context; Multi-language support with single subscription; Comprehensive progress tracking; AI-generated audio for any text; Cross-device synchronization	LingQ is a reading and listening-focused language learning platform created by polyglot Steve Kaufmann based on Stephen Krashen's input hypothesis. The platform transforms any content into interactive lessons where learners can instantly look up and save unknown words (called "LingQs") for later review through spaced repetition.	Best suited for intermediate to advanced learners who prefer input-based learning through authentic materials and have the self-discipline for independent study. Particularly effective for learners who want to build vocabulary through extensive reading rather than structured lessons.	Free version severely limits functionality to just 20 saved words, forcing quick upgrade decisions. The interface has a steep learning curve and can feel overwhelming initially, with frequent technical issues and bugs reported by users.	Create free account, select target language, and complete brief tutorial lessons to understand the LingQ creation process. Premium subscription ($13/month) required for unlimited vocabulary saving and full feature access.	Read authentic content while clicking unknown words to create LingQs with instant translations, then review saved vocabulary through built-in flashcard system. Import personal content or browse the extensive library, tracking progress through detailed statistics on words learned and time spent.⏎⏎Full blog post: https://refold.la/blog/lingq-review/	Disable auto-LingQ creation in settings for manual control, focus on content that genuinely interests you for sustained engagement, and maintain consistent daily usage to maximize the spaced repetition benefits.	3			All			Paid	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary		Lute, ReadLang		https://www.lingq.com/en/			Tools
84008	READLANG	ReadLang	- Read Lang⏎- RL	Reading tool that provides word translations in your target language.	ReadLang transforms any webpage into a language learning resource through its Chrome extension, allowing learners to click on unknown words for instant translation while automatically building personalized vocabulary lists.	Affordable pricing compared to competitors; works on any website; automatic vocabulary collection with context; supports 40+ languages; exports to Anki / Quizlet; preserves reading flow; includes audio pronunciation; AI-enhanced translations available	ReadLang is a Chrome extension and web platform created by former Duolingo engineer Steve Ridout, designed specifically for learners who want to improve through extensive reading of authentic materials. The tool bridges the gap between encountering new vocabulary and retention by seamlessly integrating translation and spaced repetition into the natural reading process.	ReadLang targets intermediate to advanced language learners who prefer learning through authentic content and want to build vocabulary through extensive reading rather than structured lessons.	The free version limits phrase translations to 10 per day, which can be restrictive for intensive reading sessions. Translation quality varies for less common languages, and the interface occasionally shifts paragraphs when displaying translations, which can disrupt reading flow.	Sign up at readlang.com and install the Chrome extension, then set your native language and target language in the settings. The tool requires no additional configuration and works immediately on any website once activated.	Browse to any website in your target language, click the green "R" button to activate ReadLang, then simply click on unknown words or highlight phrases for instant translation. All translated items are automatically saved to your personal word list and converted into spaced repetition flashcards for later review.	Focus on reading content slightly above your level for optimal vocabulary acquisition, and regularly review your accumulated flashcards to maximize retention. Consider upgrading to Premium ($6/month) if you hit the daily phrase translation limit during intensive reading sessions.	3			All			Freemium	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary;Sentence Mining (While Reading)		LingQ, Lute		https://readlang.com/			Tools
80009	ANKI	Anki	- SRS⏎- Spaced Repetition System	Free flashcard software that optimizes learning efficiency.	Anki employs spaced repetition algorithms (SM-2 and modern FSRS) to schedule card reviews at optimal intervals, preventing forgetting while minimizing study time. The software supports multimedia content, extensive customization through HTML/CSS, and can handle decks with 100,000+ cards across multiple platforms.	Free on most platforms; Advanced spaced repetition algorithms; Multimedia support (audio, images, video); Extensive customization options; Large community and shared deck library; Cross-platform sync via AnkiWeb; Powerful add-on ecosystem; Open source; Handles massive card collections	Anki is a spaced repetition flashcard software created by Australian programmer Damien Elmes in 2006, originally designed for learning Japanese. The program uses scientifically-backed algorithms to schedule card reviews at optimal intervals, ensuring information moves from short-term to long-term memory efficiently.	Anki is ideal for intermediate to advanced language learners who want systematic vocabulary retention and anyone needing to memorize large amounts of information long-term. It's particularly popular among medical students, language learners, and professionals studying technical subjects.	Anki has a steep learning curve and can feel overwhelming initially, with poor default settings requiring adjustment. Add-ons may conflict with newer algorithms like FSRS, and creating high-quality cards can be time-consuming.	Download from apps.ankiweb.net (free on desktop/Android, $24.99 on iOS), create an AnkiWeb account for syncing, and immediately adjust deck options to enable FSRS algorithm and set appropriate daily limits. Default settings are problematic and should be changed before use.	Import or create flashcards in decks, study daily by rating your recall, and let Anki schedule reviews automatically. Review cards daily as they become due, focusing on consistent daily practice rather than cramming sessions.	Enable FSRS scheduling for optimal intervals, create cards with context rather than isolated facts, and use the "Good" and "Again" buttons primarily while avoiding "Hard" and "Easy" buttons which can disrupt the algorithm.	3	https://youtu.be/oPjviVeE0yQ	https://youtu.be/6BJgxHC3Yuc	All			Free	Vocab Study		Memrise, Clozemaster, Lingvist		https://apps.ankiweb.net/			Tools
84010	DUOLINGO	Duolingo	- Duo⏎- DL	Gamified app offering bite-sized lessons for basic vocabulary and grammar,	Duolingo uses gamification (streaks, XP, leagues) to attempt to teach languages through short daily lessons focusing on vocabulary, basic grammar, and sentence construction. The free app includes AI features like Stories and DuoRadio, with premium tiers offering conversation practice and personalized feedback.	Free access to courses; gamified engagement system; structured progression; daily habit building; good vocabulary introduction; cross-platform availability; AI-powered features in premium tiers	Duolingo is a popular gamified language learning platform created by Luis von Ahn in 2012 that uses psychological engagement techniques similar to social media and mobile games to keep learners motivated. The app aims to make language education accessible worldwide through bite-sized lessons and competitive elements.	Designed for beginners to early intermediate learners (A1 level) who want structured vocabulary building and basic grammar practice in a low-pressure, game-like environment.	Content caps at A2-B1 level for most languages making it insufficient for advanced learners; overemphasizes translation exercises rather than natural language use; provides minimal speaking practice and cultural context.	Download the mobile app or visit duolingo.com, create a free account, and select your target language from the available options. Premium subscriptions (Super Duolingo, Duolingo Max) unlock additional features like offline access and AI conversation practice.	Complete daily lessons by progressing through skill units that introduce vocabulary and grammar through various exercise types including matching, translation, and speaking exercises. Earn XP points and maintain streaks to advance through leagues and unlock new content sections.	Use as a supplementary tool rather than primary learning method; combine with immersion materials and conversation practice; focus on vocabulary review rather than expecting comprehensive language development; test out of as many lessons as you can and jump around to what you find useful.	1			All			Freemium	Language App		Memrise, Clozemaster, Anki, Lingvist		https://www.duolingo.com/			Tools
84011	MEMRISE	Memrise	- Memorize	Vocabulary-focused language learning app that uses spaced repetition.	Memrise combines flashcard-style learning with high-quality native speaker video clips to teach real-world vocabulary through spaced repetition. The platform offers both official courses created by language experts and community-generated content across 20+ languages, with features like AI speaking practice and progress tracking.	High-quality native speaker audio and video; Effective spaced repetition system; Authentic real-world vocabulary; Free tier available; Mobile and offline learning; Quick bite-sized lessons; Strong motivation features	Memrise is a language learning platform founded by memory experts that focuses on vocabulary acquisition through spaced repetition and authentic native speaker content. Originally created by Grand Master of Memory Ed Cooke and neuroscientist Greg Detre, it applies memory research to language learning.	Ideal for beginner to intermediate learners who want to build vocabulary quickly and efficiently. Best suited for learners who prefer short, focused study sessions and want exposure to authentic pronunciation from native speakers.	Limited grammar instruction and explanation of language mechanics. Primarily vocabulary-focused approach won't achieve fluency alone and requires supplementing with other resources for comprehensive language learning.	Sign up free using email, Google, or Facebook account, then select your source and target languages. Available on web browsers, iOS, and Android with automatic progress syncing across devices.	Learn new vocabulary through flashcard presentations with native speaker videos, then practice through various quiz types including matching, spelling, and pronunciation. The spaced repetition algorithm brings back words for review at optimal intervals based on your performance.	Set daily learning goals of 5-15 minutes to build consistent habits and maintain motivation streaks. Focus on official courses over community content for quality assurance, and use Memrise primarily for vocabulary building while supplementing with other resources for grammar and conversation practice.	1			All			Freemium	Vocab Study		Clozemaster, Anki, Lingvist		https://www.memrise.com/			Tools
82012	CLOZEMASTER	Clozemaster	- CM	Learn vocabulary through real-world sentences.	Clozemaster uses cloze exercises where users complete sentences by selecting or typing missing words, with content sourced from native speaker sentences and organized by frequency. The platform combines spaced repetition with gamification elements like points and leaderboards to make vocabulary acquisition engaging for intermediate learners.	Context-based vocabulary learning; massive sentence database from native speakers; 50+ languages including rare ones; frequency-based word progression; gamification with points and leaderboards; multiple difficulty modes; spaced repetition system; cross-platform sync; affordable pricing	Clozemaster is a vocabulary-focused language learning platform that uses cloze exercises (fill-in-the-blank) to teach words in context rather than isolated flashcards. Developed by Language Innovation LLC and launched in 2017, it sources authentic sentences from the Tatoeba database to provide real-world language exposure.	Ideal for intermediate to advanced learners (A2-C1 level) who have basic grammar knowledge and want to rapidly expand vocabulary. Perfect as a post-Duolingo tool for learners seeking more challenging, context-rich practice.	Not suitable for complete beginners who lack basic grammar foundation. Sentences can be random or unusual since they're crowd-sourced from Tatoeba, and the app provides limited grammar instruction or explanation.	Create a free account at clozemaster.com or download the mobile app (iOS/Android). Select your native language and target language from available pairings, then choose your preferred learning mode and difficulty level.	Start with the Fluency Fast Track for structured progression, select between multiple choice or text input modes, and complete daily rounds of sentences. Review missed words using the spaced repetition system and track progress through statistics and leaderboards.⏎⏎Full blog post: https://refold.la/blog/srs-that-isnt-anki-clozemaster/	Use text input mode instead of multiple choice for better retention, maintain consistent daily practice even if brief, and supplement with other resources for grammar and speaking skills since Clozemaster focuses primarily on vocabulary.	2			All			Cosmetics	Vocab Study		Memrise, Anki, Lingvist		https://www.clozemaster.com/			Tools
80013	ANKICONNECT	AnkiConnect		Enable external applications to interact with Anki.	AnkiConnect (addon code 2055492159) runs a local HTTP server that allows browser extensions, language learning tools, and other applications to communicate with Anki via JSON requests. It enables seamless automation of card creation, deck management, and review workflows from external sources.	Enables automation of card creation from browsers and apps; Seamless integration with immersion tools like Yomichan; Supports bulk operations and batch processing; Works across multiple platforms; Eliminates manual copy-pasting; Allows real-time flashcard creation while reading	AnkiConnect is an addon that transforms Anki from a standalone flashcard app into a programmable platform that can receive data from external sources. Originally developed to support real-time flashcard creation from the Yomichan browser extension, it has evolved into a versatile bridge between Anki and the wider ecosystem of language learning tools.	AnkiConnect is ideal for intermediate to advanced learners using immersion-based methods who want to streamline their flashcard creation workflow. It's particularly valuable for users of browser extensions, sentence mining tools, and automated vocabulary acquisition systems.	Common issues include firewall blocking on Windows requiring manual permission, Mac App Nap causing connectivity problems that need terminal commands to disable, and the requirement that Anki must remain running in the background for external tools to connect. Connection failures often stem from incorrect port configurations or CORS settings.	Install via Tools > Add-ons > Get Add-ons using code 2055492159, then restart Anki. Verify installation by visiting localhost:8765 in your browser to see the "AnkiConnect" message, confirming the HTTP server is running on port 8765.	Install your desired external tool (browser extension, language app, etc.), configure it to connect to localhost:8765, then use the tool normally while Anki runs in the background. Cards are automatically created in your specified deck and note type without manual intervention, allowing seamless workflow during immersion activities.	Keep Anki running continuously in the background for best results, and consider disabling Mac App Nap or allowing Windows firewall access during initial setup. Test the connection at localhost:8765 when troubleshooting, and ensure external tools are configured for the correct port and API version.	4			Computer			Free	Sentence Mining;Sentence Mining (While Listening);Sentence Mining (While Reading)				https://ankiweb.net/shared/info/2055492159			Tools
80014	AUDACITY	Audacity		Free, open‑source audio editor for recording and editing speech/audio files.	Audacity is a cross‑platform, free, open‑source audio editor and recorder that lets users import, record, splice, apply effects, reduce noise, loop segments, and export in multiple formats; it supports plug‑ins and real‑time editing for workflow optimization.	Ideal for multi‑track editing; supports loops, noise reduction, pitch/speed adjustment; extensive plugin support; non‑destructive realtime effects; cross‑platform.	Audacity is a free, open‑source tool originally released in 2000 and now maintained by Muse Group; it’s designed to record and edit audio tracks with professional features and customizable plugin support.	It’s perfect for intermediate/advanced language learners who want to isolate speech, create loops, record themselves, and apply effects for focused practice.	Some edits are destructive unless using realtime effects, and it lacks MIDI/piano‑roll tools or mobile support.	Install via package manager (e.g., `sudo apt install audacity` on Linux) or download installers for Windows/macOS; optionally install FFmpeg for extended format support.	Users typically import or record a lesson or podcast, select and loop phrases, apply noise‑reduction and pitch/speed adjustments, record mimic tracks on new layer, and export clips or label tracks.	Use keyboard shortcuts (e.g., Ctrl+B for labels), set loop points for repetition learning, and utilize macros to batch‑process multiple clips.	4			Computer			Free	Transcription;Listen Looping;Chorusing		Music Speed Changer		https://www.audacityteam.org/download/			Tools
82015	MUSIC_SPEED_CHANGER	Music Speed Changer		Change audio speed/pitch for listening practice	Tool to slow down, loop, pitch‑shift audio in real time; supports markers, key/BPM detection, effects.	Real‑time tempo & pitch control; looping with A/B and markers; export modified audio; formant correction (Pro)	“Music Speed Changer” lets you adjust playback speed and pitch independently, loop segments, detect BPM/key, and export audio. It originated as a musician’s practice tool that language learners have adopted for focused listening.	Intermediate/advanced learners who want to anal‑yze audio—songs, podcasts, lectures—at variable speeds and pitches for deep comprehension.	Ads in free version can be intrusive; some advanced features (formant, no ads) require Pro; mobile UI may limit file management.	Install via iOS, Android, web or Chrome extension; import audio from local storage, cloud, or streaming, then grant audio permissions.	Typical use: load audio, slow to ~75% or desired rate, set A/B loops for tricky phrases, optionally pitch‑shift for clarity or tonal range, then export segments for offline review.	Use markers to quickly jump back, snap loops to beat grid, enable formant shift in voice recordings, clean UI by hiding unused controls for focused layout.	3			All			Cosmetics	Transcription;Listen Looping;Chorusing		Audacity		https://musicspeedchanger.com/			Tools
86016	LINGOPIE	LingoPie		Learn languages through authentic media	Lingopie is a subscription-based immersion platform that uses real TV shows, movies, and audio with dual subtitles, clickable translations, flashcards, quizzes, grammar coach and live lessons to reinforce learning in context. It’s available on web, mobile, smart-TV and as a browser extension.	VOD content; dual subtitles; clickable vocab; video-based flashcards; grammar coach; live group/private lessons; adjustable playback speed; large language catalog	Lingopie is a VOD‑based language platform founded in 2018 by David Datny and Roy Oppenheim, born from immersion‑learning experiments and now offering interactive subtitles, vocabulary drills, grammar feedback, and live lessons.	It’s best suited for motivated intermediate to advanced learners wanting contextual fluency, idioms, and real-world listening skills.	Common issues include occasional subtitle inaccuracies, lack of linear curriculum, and potential overwhelm for beginners.	Setup is straightforward: create an account, select target and interface language, and install the web, mobile or smart‑TV app (or browser extension for Netflix/Disney+).	Users typically choose a show by difficulty, watch episodes with dual subtitles, click unknown words to build flashcards, review via quizzes, and optionally attend live classes or practice pronunciation via grammar coach.	Optimize by filtering content by level/genre, looping difficult scenes, slowing playback, and reviewing flashcards daily to reinforce retention.	3			All	Spanish, French, Italian, Portuguese, German, Russian, Japanese, Korean, Chinese, English, Turkish, and Dutch	Spanish, French, Italian, Portuguese, German, Russian, Japanese, Korean, Chinese, English, Turkish, and Dutch	Paid	Freeflow Reading with Audio;Interactive Reading with Audio;Watching and Reading with a popup dictionary;Sentence Mining;Sentence Mining (While Listening)		ASBplayer, Migaku, Language Reactor		https://lingopie.com/			Tools
86017	KIMCHI_READER	Kimchi Reader		Learn Korean with context from videos and text	Kimchi Reader is a browser extension and PWA that overlays hover-popup definitions and grammar breakdowns on Korean media, enabling sentence mining and Anki export. It supports YouTube, Netflix, Viki, EPUBs, websites and provides vocabulary tracking, frequency lists, and study stats.	Instant popup dictionary;Grammar decomposition;Sentence mining with audio/images;Anki integration;Media recommendations;Cross‑platform PWA	Kimchi Reader is a tool by a Korean learner‑developer designed to help intermediate/advanced learners immerse using real Korean content with live vocabulary parsing and grammar insights. It was created for seamless input‑based study via videos, text, and subtitles.	Ideal for learners with ~500+ vocabulary who want to mine sentences from native media and build Anki decks quickly.	Can feel overwhelming initially without guidance; occasional parsing bugs on complex sites and requires desktop Anki setup for sync.	Install via Chrome/Firefox extension and add the PWA on desktop or mobile; configure Anki addon for sync.	Use in typical workflow: navigate to Korean video or text, click “parse” to underline unknown/seen/known words, hover for definitions, click “Mine” on single‑unknown sentences, then sync to Anki.	The recommendation system and frequency list are useful; adjust color/font settings for readability and join the Discord for support.	3			All	Korean	Korean	Paid	Sentence Mining;Sentence Mining (While Listening);Sentence Mining (While Reading)		Lute, LingQ		https://kimchi-reader.app/			Tools
86018	LINGVIST	Lingvist		Adaptive flashcard app for rapid high-frequency vocabulary mastery	Lingvist uses an AI-powered spaced-repetition algorithm to teach high-frequency words efficiently. It personalizes every card in real time and supplements drills with brief reading and listening exercises.	AI-adaptive SRS;clean distraction-free UI;custom deck creation;detailed progress stats;mobile & web sync;10-minute daily goal	Lingvist began as an Estonian research project aimed at cutting study time by modeling memory decay curves. The app serves adaptive cloze flashcards that update after each answer to maximize retention.	Best for intermediate or advanced learners who want to quickly expand vocabulary with data-driven drills. Suits self-directed users comfortable with flashcards.	Limited language selection and most features require a paid plan. Minimal focus on grammar, speaking, or cultural content.	Sign up on web or install the iOS/Android app, pick your language course, and activate the 14-day free trial. Premium unlocks unlimited cards and custom deck import.	Each session begins with a set of adaptive cards—type the missing word, see instant feedback, and move on. The algorithm injects new vocabulary when accuracy stabilizes and schedules reviews automatically. You can read sample texts or create decks from pasted content.	Raise the daily card limit on days you have more time, and toggle 'Challenge' mode to hide translations for extra recall. Import your own texts to generate personalized decks that mirror your immersion material.	1			All	English, Spanish, German, French, Swedish, Danish, Dutch, Italian, Brazilian Portuguese, Norwegian, Latin American Spanish, Estonian, Polish, Japanese, Korean and Russian	English, Spanish, German, French, Swedish, Danish, Dutch, Italian, Brazilian Portuguese, Norwegian, Latin American Spanish, Estonian, Polish, Japanese, Korean and Russian	Paid	Vocab Study		Memrise, Clozemaster, Anki		https://lingvist.com/			Tools
82019	POCKETCASTS	PocketCasts		Cross‑platform podcast player with speed, silence trim, and sync	A feature‑rich podcast player for mobile, desktop, and web. Pocket Casts offers variable playback speed, silence trimming, volume boost, custom filters, and cloud‑sync so your listening progress follows you everywhere. Free core features with optional Plus subscription for desktop apps and 100 GB personal audio storage.	Speed/trim/boost controls;cross‑device sync;robust discovery & filters;offline downloads;free core tier;open‑source code	Pocket Casts is a long‑running podcast catcher originally launched in 2010 and now owned by Automattic. It centralizes all your podcasts and keeps playback stats, filters, and queues in sync across phone, desktop, and web.	Best for learners who rely on podcasts for passive or active listening and want granular playback control across multiple devices.	Some advanced features (desktop apps, file uploads) require a Plus subscription, and occasional sync hiccups or missing transcripts can occur.	Install from iOS/Android store or log in on the web, create a free account to sync, then import your OPML or search and subscribe.	Search for target‑language shows, subscribe, and set default playback effects (speed, trim, boost). Build a custom filter for your language, download episodes for offline sessions, and let the Up Next queue auto‑advance while you immerse.	Use silence trim + 1.2–1.5× speed to squeeze more input, and leverage chapter bookmarks to loop tricky sections for targeted listening.	1	https://youtu.be/wkWePDvAlXs		All			Cosmetics	Freeflow Listening				https://pocketcasts.com/			Tools
